# Last modified: 25-11-2016@22:02:06
# LRG_ID	HGNC_SYMBOL	LRG_STATUS	CHROMOSOME	START	STOP	STRAND
LRG_543	ACVRL1	public	12	51902418	51925361	1
LRG_544	ADAMTS13	public	9	133409339	133461386	1
LRG_546	BLOC1S3	public	19	45173745	45183800	1
LRG_548	F10	public	13	113117799	113151529	1
LRG_549	F13A1	public	6	6142078	6325691	-1
LRG_550	F13B	public	1	197037191	197072267	-1
LRG_551	F2	public	11	46714193	46741506	1
LRG_553	F5	public	1	169509954	169591531	-1
LRG_554	F7	public	13	113100791	113122681	1
LRG_555	F8	pending	X	154833788	155027723	-1
LRG_556	F9	public	X	139525736	139565458	1
LRG_557	FGA	public	4	154581128	154595745	-1
LRG_558	FGB	public	4	154557980	154573086	1
LRG_559	GATA1	public	X	48781574	48796311	1
LRG_560	GP6	public	19	55011705	55043264	-1
LRG_561	HOXA11	public	7	27179157	27190216	-1
LRG_562	HPS1	pending	10	98414199	98451947	-1
LRG_563	HPS3	pending	3	149124584	149175518	1
LRG_564	HPS6	public	10	102060390	102070036	1
LRG_566	MCFD2	public	2	46899870	46946855	-1
LRG_567	MYH9	public	22	36279277	36393018	-1
LRG_568	NBEAL2	public	3	46974683	47011704	1
LRG_569	P2RY12	public	3	151335588	151389756	-1
LRG_570	PLAT	public	8	42172718	42212676	-1
LRG_571	PLG	public	6	160697193	160756054	1
LRG_572	PROS1	public	3	93871037	93979090	-1
LRG_574	RBM8A	public	1	145915714	145932536	-1
LRG_577	SERPINC1	public	1	173901804	173922378	-1
LRG_578	TBXA2R	public	19	3592506	3611833	-1
LRG_579	TBXAS1	public	7	139773382	140022325	1
LRG_581	TUBB1	public	20	59014254	59028654	1
LRG_582	VKORC1	pending	16	31088854	31099955	-1
LRG_583	F11	public	4	186260964	186291681	1
LRG_585	FGG	pending	4	154602134	154617750	-1
LRG_586	HPS5	public	11	18276670	18327174	-1
LRG_587	VWF	pending	12	5946874	6129670	-1
LRG_588	DTNBP1	public	6	15520807	15668040	-1
LRG_589	ENG	public	9	127813012	127859768	-1
LRG_590	HPS4	public	22	26441423	26488863	-1
LRG_592	GGCX	pending	2	85542855	85566534	-1
LRG_593	PLAU	public	10	73906104	73919501	1
LRG_594	SERPIND1	pending	22	20769095	20789720	1
LRG_595	LMAN1	pending	18	59325823	59364276	-1
LRG_596	PLA2G4A	pending	1	186823900	186990981	1
LRG_597	SERPINE1	public	7	101122098	101141266	1
LRG_599	PROC	public	2	127413420	127431246	1
LRG_600	CHST14	public	15	40465961	40475158	1
LRG_601	HRG	public	3	186655216	186680234	1
LRG_602	NBEA	pending	13	34937287	35674737	1
LRG_605	ANKRD26	public	10	26989914	27105498	-1
LRG_607	TYROBP	public	19	35902401	35913284	-1
LRG_608	CBL	public	11	119201280	119310149	1
LRG_609	ETV6	public	12	11644854	11897402	1
LRG_610	IDH1	public	2	208234229	208271074	-1
LRG_611	IDH2	public	15	90081978	90107476	-1
LRG_612	JAK2	public	9	4980245	5130183	1
LRG_613	KMT2A	public	11	118431490	118528824	1
LRG_614	PTPN11	public	12	112413732	112511913	1
LRG_615	U2AF1	public	21	43090956	43112578	-1
LRG_616	KDM6A	public	X	44868177	45114602	1
LRG_617	SF1	public	11	64762604	64783844	-1
LRG_618	ZRSR2	public	X	15785451	15825260	1
LRG_619	SOCS3	public	17	78354778	78365077	-1
LRG_620	BCL2L11	public	2	111115914	111170445	1
LRG_621	SH2B3	public	12	111400948	111453623	1
LRG_622	SF3A1	public	22	30329988	30361924	-1
LRG_623	U2AF2	public	19	55649050	55676716	1
LRG_624	SF3B1	public	2	197387784	197440047	-1
LRG_625	PRPF40B	public	12	49563218	49646669	1
LRG_626	TET2	public	4	105140875	105281803	1
LRG_627	BCOR	public	X	40049246	40182329	-1
LRG_628	BCORL1	public	X	129977693	130060083	1
LRG_629	PHF6	public	X	134368312	134430792	1
LRG_630	ASXL1	public	20	32353344	32441319	1
LRG_631	TREM2	public	6	41156508	41168184	-1
LRG_635	P2RY1	pending	3	152829947	152843439	1
LRG_638	PROCR	pending	20	35166971	35217904	1
LRG_640	SRSF2	public	17	76732115	76742411	-1
LRG_641	F2R	pending	5	76711043	76737770	1
LRG_642	AMN	public	14	102917656	102935596	1
LRG_643	GLDC	public	9	6530464	6650692	-1
LRG_646	FLI1	pending	11	128681535	128815267	1
LRG_650	KRIT1	public	7	92196969	92251100	-1
LRG_651	PDCD10	pending	3	167681906	167739863	-1
LRG_652	SOD1	public	21	31654622	31670931	1
LRG_653	ANG	public	14	20679177	20700971	1
LRG_654	ALS2	pending	2	201698263	201786172	-1
LRG_655	FUS	public	16	31175132	31196871	1
LRG_656	VAPB	public	20	58384189	58453101	1
LRG_657	VCP	public	9	35054068	35077742	-1
LRG_658	C9orf72	pending	9	27544545	27578866	-1
LRG_659	TARDBP	public	1	11007622	11027492	1
LRG_660	MAPT	pending	17	45889463	46030334	1
LRG_661	GRN	public	17	44340123	44355102	1
LRG_662	MET	public	7	116667405	116800386	1
LRG_663	CFTR	public	7	117460784	117717971	1
LRG_664	CCM2	public	7	44995188	45078470	1
LRG_665	UBQLN2	public	X	56558593	56569010	1
LRG_666	AFG3L2	public	18	12326944	12382276	-1
LRG_667	PDYN	pending	20	1976756	1999245	-1
LRG_668	KCNC3	pending	19	50309937	50334377	-1
LRG_669	PRKCG	public	19	53877213	53909647	1
LRG_670	TBX5	public	12	114351930	114413442	-1
LRG_671	NKX2-5	pending	5	173230104	173240312	-1
LRG_672	GLA	public	X	101395809	101412963	-1
LRG_673	GAA	public	17	80096556	80121880	1
LRG_674	SALL1	public	16	51133975	51156272	-1
LRG_675	SALL4	public	20	51782042	51807509	-1
LRG_676	SMN1	public	5	70919941	70955012	1
LRG_677	SMN2	pending	5	70044523	70079595	1
LRG_678	TNNI3K	pending	1	74193253	74546432	1
LRG_679	TNNT1	pending	19	55130793	55154238	-1
LRG_680	TPM2	public	9	35679993	35695057	-1
LRG_681	TPM3	pending	1	154153304	154197133	-1
LRG_682	KBTBD13	public	15	65071816	65081938	1
LRG_683	SLC26A3	public	7	107763467	107808233	-1
LRG_684	SLC26A2	public	5	149958883	149995455	1
LRG_685	OAT	public	10	124395303	124423950	-1
LRG_686	B9D1	pending	17	19335554	19383182	-1
LRG_687	MKS1	public	17	58203436	58224605	-1
LRG_688	TMEM67	public	8	93749844	93820119	1
LRG_689	CLN3	public	16	28464662	28497302	-1
LRG_690	PPT1	public	1	40070710	40102470	-1
LRG_691	CLN8	public	8	1750778	1788570	1
LRG_692	CLN5	public	13	76986924	77004517	1
LRG_693	NPHS1	public	19	35823372	35874287	-1
LRG_694	CEP290	pending	12	88047013	88147216	-1
LRG_695	SLC7A7	public	14	22771222	22834820	-1
LRG_696	RPGRIP1L	pending	16	53595683	53708859	-1
LRG_697	CC2D2A	public	4	15464865	15603557	1
LRG_698	TMEM216	pending	11	61387360	61400863	1
LRG_699	CHM	public	X	85859180	86052562	-1
LRG_700	CLRN1	public	3	150924163	150977999	-1
LRG_701	POMGNT1	pending	1	46186681	46225305	-1
LRG_702	RS1	public	X	18629524	18682449	-1
LRG_703	SMAD9	public	13	36842831	36925272	-1
LRG_710	SHOX	pending	Y	619344	661411	1
LRG_712	BMPR2	public	2	202371327	202569751	1
LRG_713	REEP1	public	2	86211993	86343083	-1
LRG_714	SPAST	public	2	32058611	32159637	1
LRG_715	AVP	public	20	3080556	3089724	-1
LRG_716	AVPR2	pending	X	153899974	153909166	1
LRG_717	AQP2	public	12	49945741	49960881	1
LRG_718	OTX2	pending	14	56798707	56815466	-1
LRG_719	SOX2	public	3	181706934	181716436	1
LRG_720	PAX6	public	11	31782792	31822962	-1
LRG_721	AKT1	public	14	104767349	104800743	-1
LRG_722	DPYD	public	1	97075743	97926059	-1
LRG_723	GSTP1	public	11	67578595	67588653	1
LRG_724	ERBB2	public	17	39683140	39730662	1
LRG_725	MAP2K1	public	15	66381873	66493544	1
LRG_726	MTHFR	public	1	11783730	11811103	-1
LRG_727	TYMP	public	22	50523752	50535085	-1
LRG_728	RBCK1	pending	20	403065	432966	1
LRG_729	CARD11	pending	7	2904075	3048875	-1
LRG_730	IL36RN	public	2	113053638	113066744	1
LRG_731	IL21R	pending	16	27397402	27452794	1
LRG_732	AP4E1	pending	15	50903672	51007900	1
LRG_733	UGT1A1	public	2	233755273	233775299	1
LRG_734	MTOR	public	1	11104531	11267551	-1
LRG_735	RPSA	pending	3	39401713	39414542	1
LRG_736	RHOH	pending	4	40186011	40249967	1
LRG_737	COL5A1	pending	9	134636806	134846843	1
LRG_738	COL5A2	pending	2	189029915	189184879	-1
LRG_739	FHL1	pending	X	136142400	136213359	1
LRG_740	FHL2	pending	2	105355712	105443773	-1
LRG_741	ALMS1	public	2	73380758	73611919	1
LRG_742	BAG3	public	10	119646370	119679819	1
LRG_743	DNAJC19	pending	3	180981709	180994774	-1
LRG_744	DOLK	public	9	128943530	128952733	-1
LRG_745	EMD	public	X	154369428	154390437	1
LRG_746	GATAD1	pending	7	92442448	92462067	1
LRG_747	HADHA	pending	2	26188640	26249621	-1
LRG_748	HFE	public	6	26082281	26100343	1
LRG_749	LAMP2	public	X	120424148	120474349	-1
LRG_750	MAP2K2	public	19	4088321	4129129	-1
LRG_751	NPPA	public	1	11843709	11852783	-1
LRG_752	PDLIM3	pending	4	185498660	185540558	-1
LRG_753	SHOC2	public	10	110914543	111015667	1
LRG_754	SOS1	public	2	38979549	39125463	-1
LRG_755	TBX20	public	7	35200430	35259100	-1
LRG_756	DTNA	pending	18	34488290	34893844	1
LRG_757	TRIM63	public	1	26049304	26072634	-1
LRG_758	KLF10	pending	8	102646777	102660902	-1
LRG_759	MIB1	public	18	21699957	21872957	1
LRG_760	MURC	public	9	100573079	100590389	1
LRG_761	FKRP	pending	19	46741046	46778988	1
LRG_762	FMR1	pending	X	147906991	147953125	1
LRG_763	HTT	pending	4	3069681	3245960	1
LRG_764	MECP2	pending	X	154019813	154142104	-1
LRG_765	POLG	pending	15	89303198	89339795	-1
LRG_766	RYR1	public	19	38428700	38589564	1
LRG_767	APOA1	public	11	116833753	116842622	-1
LRG_768	LYZ	public	12	69343354	69356233	1
LRG_769	ABL1	pending	9	130708881	130889675	1
LRG_770	PPM1D	public	17	60595193	60666675	1
LRG_771	HOXB13	public	17	48722763	48733749	-1
LRG_772	RAD21	public	8	116843934	116879866	-1
LRG_773	SMC1A	public	X	53372149	53427670	-1
LRG_774	SMC3	public	10	110562691	110606634	1
LRG_775	SETD2	public	3	47014408	47168977	-1
LRG_776	MITF	public	3	69734482	69970336	1
LRG_777	CBS	public	21	43051191	43080930	-1
LRG_778	FBN1	public	15	48406306	48650788	-1
LRG_779	TGFBR2	public	3	30601502	30696142	1
LRG_780	EPHB2	public	1	22705838	22923500	1
LRG_781	ACTA2	public	10	88933074	88996390	-1
LRG_782	STAG2	public	X	123955560	124424664	1
LRG_783	TYMS	public	18	652604	675499	1
LRG_784	XRCC1	public	19	43541312	43580578	-1
LRG_785	POLD1	public	19	50379323	50420018	1
LRG_786	MAPK1	public	22	21752500	21872680	-1
LRG_787	GFPT1	public	2	69317773	69392250	-1
LRG_788	RRM2B	public	8	102202501	102244118	-1
LRG_789	POLE	public	12	132621762	132692524	-1
LRG_790	ABCC8	pending	11	17390885	17481902	-1
LRG_791	HAMP	pending	19	35277507	35287143	1
LRG_792	ABO	pending	9	133253909	133277591	-1
LRG_793	GYPA	pending	4	144107303	144145751	-1
LRG_794	GYPB	pending	4	143994104	144024343	-1
LRG_795	A4GALT	pending	22	42690121	42725870	-1
LRG_796	RHD	pending	1	25267490	25332445	1
LRG_797	RHCE	pending	1	25360249	25435192	-1
LRG_798	BCAM	pending	19	44804081	44823421	1
LRG_799	KEL	pending	7	142939104	142967416	-1
LRG_800	FUT3	pending	19	5840888	5856474	-1
LRG_801	ACKR1	pending	1	159199720	159208500	1
LRG_802	SLC14A1	pending	18	45719127	45754520	1
LRG_803	SLC4A1	pending	17	44246389	44273134	-1
LRG_804	ACHE	pending	7	100887994	100900921	-1
LRG_805	XG	pending	X	2747052	2818500	1
LRG_806	ERMAP	pending	1	42812105	42846989	1
LRG_807	ART4	pending	12	14823569	14848479	-1
LRG_808	AQP1	pending	7	30848394	30927516	1
LRG_809	ICAM4	pending	19	10281974	10290522	1
LRG_810	FUT1	pending	19	48746011	48760390	-1
LRG_811	FUT2	pending	19	48690971	48707934	1
LRG_812	XK	pending	X	37680880	37734130	1
LRG_813	GYPC	pending	2	126651108	126698670	1
LRG_814	CR1	pending	1	207491128	207643765	1
LRG_815	CD44	pending	11	35133870	35234402	1
LRG_816	BSG	pending	19	566325	585493	1
LRG_817	CD151	pending	11	827952	840835	1
LRG_818	SEMA7A	pending	15	74407289	74438958	-1
LRG_819	GCNT2	pending	6	10487223	10631368	1
LRG_820	B3GALNT1	pending	3	161081883	161110372	-1
LRG_821	AQP3	pending	9	33439160	33452592	-1
LRG_822	RHAG	pending	6	49603175	49641874	-1
LRG_823	ABCG2	pending	4	88088264	88236322	-1
LRG_824	ABCB6	pending	2	219207766	219223990	-1
LRG_825	KLF1	pending	19	12882422	12892203	-1
LRG_826	GBGT1	pending	9	133150948	133168945	-1
LRG_827	SMIM1	pending	1	3767761	3777982	1
LRG_828	CALR	public	19	12933600	12946490	1
LRG_829	CYP21A2	pending	6	32033305	32043642	1
LRG_830	TPP1	pending	11	6610766	6624461	-1
LRG_831	DNAJC5	pending	20	63890102	63938031	1
LRG_832	CLN6	pending	15	68204992	68262211	-1
LRG_833	MFSD8	pending	4	127915805	127970984	-1
LRG_834	ATP13A2	pending	1	16983958	17016928	-1
LRG_835	KCTD7	pending	7	66623881	66645229	1
LRG_836	TBCK	pending	4	106039599	106326495	-1
LRG_837	SLC40A1	public	2	189558590	189585811	-1
LRG_838	ACADM	pending	1	75719358	75789575	1
LRG_839	MTM1	public	X	150563597	150675143	1
LRG_840	IGSF1	pending	X	131271506	131583899	-1
LRG_841	SLCO2A1	pending	3	133930696	134057184	-1
LRG_842	POMT1	pending	9	131497902	131525806	1
LRG_844	POMT2	public	14	77272956	77325882	-1
LRG_845	DYSF	pending	2	71448623	71688763	1
LRG_847	PIN1	public	19	9830207	9851689	1
LRG_848	GK	pending	X	30648359	30732608	1
LRG_849	CAPN3	pending	15	42343103	42417293	1
LRG_850	TNNT3	pending	11	1914569	1940706	1
LRG_851	TNNI2	pending	11	1834003	1843680	1
LRG_853	BICC1	pending	10	58508144	58833437	1
LRG_854	DAG1	pending	3	49465132	49537615	1
LRG_855	CHKB	public	22	50576958	50587999	-1
LRG_856	LARGE1	pending	22	33160226	33925428	-1
LRG_857	SELENON	pending	1	25795176	25820222	1
LRG_860	VMA21	public	X	151392185	151411364	1
LRG_861	ARID1B	pending	6	156772930	157212779	1
LRG_862	TSPYL1	public	6	116272859	116285117	-1
LRG_863	ATXN1	pending	6	16297112	16766490	-1
LRG_864	ATXN2	pending	12	111450214	111604676	-1
LRG_865	ATXN3	pending	14	92036652	92111621	-1
LRG_866	ATXN7	pending	3	63859557	64005462	1
LRG_867	FRMD7	public	X	132074993	132133022	-1
LRG_868	ANO5	public	11	22188176	22285367	1
LRG_869	DOK7	pending	4	3458306	3502825	1
LRG_870	FLNC	public	7	128825429	128861274	1
LRG_871	ITGA7	pending	12	55682568	55717305	-1
LRG_872	SYNE2	pending	14	63847965	64228449	1
LRG_873	BIN1	pending	2	127046031	127112288	-1
LRG_874	TPMT	pending	6	18126311	18160143	-1
LRG_875	ARID1A	public	1	26691031	26784110	1
LRG_876	CYCS	public	7	25116651	25130361	-1
LRG_877	ANO6	pending	12	45210987	45442404	1
LRG_878	SMARCA4	pending	19	10955922	11067395	1
LRG_879	GFI1B	public	9	132940545	132993687	1
LRG_880	EPPK1	public	8	143855319	143883464	-1
LRG_881	ARL14EP	pending	11	30318102	30339618	1
LRG_882	SMARCA2	pending	9	1975290	2195624	1
LRG_883	BLOC1S6	public	15	45582219	45617999	1
LRG_884	VPS33B	public	15	90996544	91027603	-1
LRG_885	SERPINF2	public	17	1737836	1757265	1
LRG_886	ACTN1	public	14	68872123	68984366	-1
LRG_887	NPHS2	public	1	179548539	179580949	-1
LRG_888	PCSK6	pending	15	101295142	101530202	-1
LRG_989	LZTR1	pending	22	20977269	21001037	1
LRG_990	CCND1	public	11	69636105	69656474	1
LRG_991	CDK6	public	7	92602921	92841627	-1
LRG_992	ESR1	public	6	151651691	152131619	1
LRG_993	FGFR1	public	8	38409138	38473834	-1
LRG_994	FGFR2	public	10	121476330	121603458	-1
LRG_995	FUBP1	public	1	77942055	77984093	-1
LRG_996	ERBB3	public	12	56075108	56105344	1
LRG_997	ROS1	public	6	117286367	117430855	-1
LRG_998	CCND3	public	6	41932933	42053894	-1
LRG_999	CIC	public	19	42263537	42297796	1
LRG_1000	GPR101	pending	X	137028148	137036674	-1
LRG_1001	ITGA2	pending	5	52984326	53096779	1
LRG_1002	CD109	pending	6	73690785	73830317	1
LRG_1007	OPRM1	pending	6	154005501	154248867	1
LRG_1008	HTR2A	pending	13	46831378	46902034	-1
LRG_1009	HTR2C	pending	X	114579085	114912061	1
LRG_1010	COMT	pending	22	19936740	19971975	1
LRG_1011	IFNL3	pending	19	39241632	39249971	-1
LRG_1012	GRIK4	pending	11	120506746	120990805	1
LRG_1013	PRSS1	pending	7	142744484	142765997	1
LRG_1014	LMX1B	pending	9	126609443	126703032	1
LRG_1015	PLA2G6	pending	22	38109495	38210690	-1
LRG_1016	PANK2	pending	20	3883839	3931873	1
LRG_1017	ABCD1	pending	X	153719868	153746762	1
LRG_1018	SRC	public	20	37339685	37407418	1
LRG_1019	VIPAS39	pending	14	77424675	77462640	-1
LRG_1020	SLC13A5	public	17	6682713	6718421	-1
LRG_1021	FGFR3	public	4	1788312	1810872	1
LRG_1022	SLCO1B1	public	12	21126194	21241796	1
LRG_1023	CD99	pending	Y	2686187	2743309	1
LRG_1024	EIF2AK3	pending	2	88554741	88632576	-1
LRG_1025	TCF20	pending	22	42158013	42348616	-1
LRG_1026	RNF43	public	17	58350500	58422582	-1
LRG_1027	SLC29A1	pending	6	44214505	44236151	1
LRG_1028	FLG	public	1	152300175	152330203	-1
LRG_1029	TOR1A	pending	9	129810942	129829162	-1
LRG_1030	H19	pending	11	1993176	2002835	-1
LRG_1031	IGF2	pending	11	2127117	2154603	-1
LRG_1032	GRB10	pending	7	50588063	50798462	-1
LRG_1033	MEST	pending	7	130481205	130508292	1
LRG_1034	DIRAS3	pending	1	68043962	68055777	-1
LRG_1035	HYMAI	pending	6	144000886	144013730	-1
LRG_1036	IGF2R	pending	6	159964099	160115507	1
LRG_1037	CALCR	pending	7	93422487	93579730	-1
LRG_1038	CPA4	pending	7	130288134	130326180	1
LRG_1039	KLF14	pending	7	130730568	130739127	-1
LRG_1040	ERLIN2	pending	8	37731579	37759801	1
LRG_1041	TRAPPC9	pending	8	139728343	140463579	-1
LRG_1042	KCNK9	pending	8	139598838	139708056	-1
LRG_1043	PHLDA2	pending	11	2926273	2934420	-1
LRG_1044	DLK1	pending	14	100721865	100740224	1
LRG_1045	MKRN3	pending	15	23560307	23632075	1
LRG_1046	MAGEL2	pending	15	23641549	23652846	-1
LRG_1047	NDN	pending	15	23683407	23692303	-1
LRG_1048	NNAT	pending	20	37516205	37525690	1
LRG_1049	L3MBTL1	pending	20	43502680	43552950	1
LRG_1050	SGK2	pending	20	43553995	43590237	1
LRG_1051	GNAS-AS1	pending	20	58816918	58855903	-1
LRG_1052	KCNQ1OT1	pending	11	2606328	2704998	-1
LRG_1053	PPIE	pending	1	39687182	39765914	1
LRG_1054	SLC22A18	pending	11	2894721	2927246	1
LRG_1055	IGF1R	pending	15	98644532	98966530	1
LRG_1056	MESTIT1	pending	7	130485057	130496172	-1
LRG_1057	HTR5A	pending	7	155065324	155089392	1
LRG_1058	MEG8	pending	14	100831269	100949194	1
LRG_1059	RTL1	pending	14	100878655	100889847	-1
LRG_1060	WRB	pending	21	39375287	39430528	1
LRG_1061	INPP5F	pending	10	119721047	119831151	1
LRG_1062	FAM50B	pending	6	3844366	3853320	1
LRG_1064	IRAIN	pending	15	98643863	98656221	-1
LRG_1065	ZDBF2	pending	2	206269641	206316438	1
LRG_1066	ZNF597	pending	16	3430422	3448537	-1
LRG_1067	NAA60	pending	16	3438611	3488963	1
LRG_1068	ZNF331	pending	19	53515923	53582269	1
LRG_1069	PML	pending	15	73989673	74049819	1
LRG_1070	RARA	pending	17	40304171	40359643	1
LRG_1071	WDR27	pending	6	169455208	169707063	-1
LRG_1072	NAP1L5	pending	4	88693913	88703235	-1
LRG_1073	AHSP	pending	16	31522852	31530803	1
LRG_1074	GCK	pending	7	44142271	44203170	-1
LRG_1076	HMBS	pending	11	119079877	119095549	1
LRG_1077	CPOX	pending	3	98519132	98598611	-1
LRG_1078	PPOX	pending	1	161161391	161180013	1
LRG_1079	UROD	pending	1	45007158	45017669	1
LRG_1080	FECH	pending	18	57542841	57591737	-1
LRG_1081	UROS	pending	10	125782980	125828268	-1
LRG_1082	CALM3	pending	19	46596074	46612782	1
LRG_1083	KCNE5	pending	X	109621700	109630164	-1
LRG_1084	TERF2IP	pending	16	75642704	75763872	1
LRG_1085	RHOA	pending	3	49357136	49417097	-1
LRG_1086	MAP3K6	pending	1	27353179	27373037	-1
LRG_1087	KLLN	pending	10	87857161	87868437	-1
LRG_1088	PDP2	pending	16	66875361	66897754	1
LRG_1089	LIPT2	pending	11	74488511	74498713	-1
LRG_1090	RNASEH1	pending	2	3529813	3563371	-1
LRG_1091	SLC25A46	pending	5	110733136	110767174	1
LRG_1092	COQ8A	pending	1	226892536	226989545	1
LRG_1093	RUBCN	pending	3	197666867	197754699	-1
LRG_1094	WHRN	pending	9	114400080	114510456	-1
LRG_1095	ADGRV1	pending	5	90524344	91166216	1
LRG_1096	KIAA0586	pending	14	58422385	58553289	1
LRG_1098	MEG3	pending	14	100774410	100863026	1
LRG_1101	PLAGL1	pending	6	143938300	144069598	-1
LRG_1102	SNU13	pending	22	41671933	41695492	-1
LRG_1103	SVOPL	pending	7	138589689	138706547	-1
LRG_1104	VTRNA2-1	pending	5	136078491	136085598	-1
LRG_1105	GPR1-AS	pending	2	206198376	206268243	1
LRG_1106	HM13	pending	20	31509410	31579923	1
LRG_1107	DCC	pending	18	52335172	53537903	1
